18 digit Property ID,ARC Program: ID,ARC Program: Program ID,Billing Code (AccPac),Operations Region,Property Name (formula),SEO Cost,Program Official Start,UA Code,View ID,Current Property Owner,Units
a078000000Txcu4AAB,a2i80000003Tatn,PGM-60089,1735,Pacific Northwest,Broadstone Lexington,300,12/28/2017,UA-55452293-8,186861426,Alliance Residential Company,75
a078000000VEYTeAAP,a2i80000003U6S9,PGM-65621,1849,Mountain,Meridian,1200,5/7/2018,UA-85533256-23,174900137,Lake Union Partners,263
a078000000TwBCxAAN,a2i80000003UWdY,PGM-74384,1984,Mountain,Odessa at the District,900,4/24/2019,UA-119885607-12,191620297,Williams,120
a078000000Wu5IjAAJ,a2i800000053UXR,PGM-81747,1961,Mountain,Brixton Apartments,900,3/6/2019,UA-119885607-10,190400492,Baron Equities,166
a078000000UPvxUAAT,a2i80000003TYwi,PGM-56323,1753,Mountain,Affinity 56,1200,10/10/2017,UA-85533256-10,171910648,Uinta Land Company,192
a078000000Wk8xAAAR,a2i80000003V3bN,PGM-79411,1942,Mountain,Parkfield,300,10/17/2018,UA-34798102-20,183663655,CapitaLand International,476
a078000000Wk8wvAAB,a2i80000003V3Yo,PGM-79252,1947,Mountain,Canterra at Fitzsimons,300,10/17/2018,UA-34798102-22,184063003,CapitaLand International,188
a078000000Wk8x5AAB,a2i80000003V3aW,PGM-79358,1946,Mountain,Silverbrook,300,10/17/2018,UA-34798102-18,183662617,CapitaLand International,165
a078000000Wk8x0AAB,a2i80000003V3Zf,PGM-79305,1941,Mountain,Sienna at Cherry Creek,300,10/17/2018,UA-34798102-19,184076777,CapitaLand International,220
a078000000Wk8xFAAR,a2i80000003V3cJ,PGM-79464,1943,Mountain,Dartmouth Woods,300,10/17/2018,UA-34798102-21,183971359,CapitaLand International,201
a078000000UQ1hdAAD,a2i80000003TlP3,PGM-63296,1813,Mountain,Eversage,1200,10/3/2018,UA-85533256-18,181543313,Destination Homes,168
a078000000U1oAHAAZ,a2i80000003TlG4,PGM-62744,1794,Mountain,Diamond Ridge Townhomes,300,9/18/2018,UA-119885607-1,182916934,DAI Utah,57
a078000000U1E9JAAV,a2i80000003Tlcz,PGM-64055,1694,Mountain,Incline at Anthem,1200,6/18/2018,UA-85533256-24,177299822,Buchanan Street Partners,298
a078000000U1hvaAAB,a2i800000048GvK,PGM-37497,1836,Mountain,City Garden Apartments,0,8/23/2017,UA-85533256-12,171182952,Lowe Property Group,61
a078000000QoFlvAAF,a2i800000048Gya,PGM-37699,1363,Mountain,High Point on Overland,300,10/5/2015,UA-68506702-1,179669070,Derk Pardoe,190
a078000000SJ711AAD,a2i800000048Gup,PGM-37466,1615,Mountain,Parq at Iliff,900,1/28/2019,UA-34798102-10,179707606,Junius Real Estate Partners,424
a078000000NpJ9iAAF,a2i800000048H0Q,PGM-37813,1097,Mountain,Viewpointe,300,6/14/2016,UA-44898878-1,181564573,Wright Development Group,288
a078000000NsugtAAB,a2i800000048H0I,PGM-37805,1135,Mountain,River Run Apartments,300,12/11/2013,UA-47339013-1,181596336,Texas Capital Partners,117
a078000000RpnUbAAJ,a2i800000048GyB,PGM-37674,1445,Mountain,Bridges at Citifront,600,4/18/2016,UA-75281635-1,153598885,"Landbank Investments, LLC",295
a078000000SpXT6AAN,a2i800000048Gwx,PGM-37598,1589,Mountain,Waterford Cherry Creek,0,1/1/2017,UA-34798102-7,171360393,Braddock & Logan,324
a078000000QCsjEAAT,a2i800000048GzB,PGM-37736,1289,Mountain,The Park Apartments,300,7/3/2015,UA-60391308-1,180262480,Forge Partners,138
a078000000TxQrXAAV,a2i80000003Uuys,PGM-76227,2001,Mountain,Skyhouse,1200,5/10/2019,UA-119885607-11,187039081,Carlton Fong,240
a078000000Tv6JkAAJ,a2i2E0000053bm8,PGM-85037,2029,Mountain,The Grove at Cherry Creek Park,300,2/28/2019,UA-34798102-6,169022821,LivCor,216
a078000000VGDTUAA5,a2i80000003UEoV,PGM-70925,1901,Mountain,The Haven Cove Townhomes,900,4/9/2019,UA-119885607-4,193268940,Stephens Thomas Properties,156
a078000000WtzwDAAR,a2i800000053T0c,PGM-81322,1962,Mountain,Waterford RiNo,300,11/14/2018,UA-34798102-23,185215406,Braddock & Logan,301
a078000000W6OZZAA3,a2i80000003UiZO,PGM-74501,1907,Mountain,Aspira at Anthem,1200,1/14/2019,UA-119885607-8,187204763,Castlewood Development,342
a072E00000WukORQAZ,a2i2E0000053iBb,PGM-86292,2051,Southeast,2500 Biscayne,0,3/4/2019,UA-75412811-14,191575967,Alta Strategic,156
a078000000VCv6WAAT,a2i80000003Tav0,PGM-60160,1761,Southwest,Novella at Arcadia,0,11/1/2017,UA-107271747-2,164086260,True Craft Residential,31
a078000000VD28YAAT,a2i80000003TaxG,PGM-60300,1763,Southwest,Mountain Park Ranch,300,11/16/2017,UA-107271747-7,164930226,"Caspian Properties, Inc",240
a078000000WtccPAAR,a2i800000053NUJ,PGM-80259,1913,Central,Alto Highland Park (Brownstones),0,8/14/2018,UA-83547238-11,180634400,Origin Investments,57
a078000000WkFmrAAF,a2i800000053NW6,PGM-80365,1917,Northeast,Meridian Obici,600,10/22/2018,UA-46993590-2,184135584,Castle Lanterra Properties,224
a078000000WtzwDAAR,a2i800000053T0c,PGM-81322,1962,Mountain,Waterford RiNo,300,11/14/2018,UA-34798102-23,185215406,Braddock & Logan,301
a072E00000WuWImQAN,a2i2E0000053dGx,PGM-85297,2035,Southwest,Ely at Centennial Hills,0,2/28/2019,UA-28080357-23,193253748,The Calida Group,312
a072E00000WueKNQAZ,a2i2E0000053gbu,PGM-86025,2053,Southwest,The Premiere at Dana Park,0,3/21/2019,UA-107271747-24,192649223,Signature Holdings II,198
a078000000W6dTlAAJ,a2i80000003Ukfa,PGM-75863,1865,Northeast,The Grande at Metro Park - Phase I,300,8/20/2018,UA-85008007-4,180227194,The Grande at Metro Park Development Group,64
a078000000W6dR8AAJ,a2i80000003UkeQ,PGM-75811,1872,Mountain,The Ivy at Draper,0,7/9/2018,UA-119885607-2,178261611,Kennedy Wilson,277
a072E00000WuGpUQAV,a2i2E0000053X11,PGM-83130,1987,Central,Judson Pointe,0,12/19/2018,UA-69125602-8,194124292,Harvest Equities,288
a078000000VGNvHAAX,a2i2E000004ul3T,PGM-87799,2093,Mountain,Vue21,0,3/22/2019,UA-34798102-15,173174337,White Oak Partners,322
a078000000Wtrp3AAB,a2i800000053Qov,PGM-80844,1938,Mountain,Alta Gateway Station,0,10/11/2018,UA-119885607-9,184023379,Invesco Realty Advisors,277
a078000000QFuAFAA1,a2i80000003UFDz,PGM-71147,1323,Southern California,Solana Mar,0,8/1/2018,UA-63387359-1,102917617,Urschel Company,124
a078000000OzvC9AAJ,a2i80000003UFCn,PGM-71073,1843,Mountain,Dry Creek at East Village,0,3/26/2018,UA-51885121-1,172164417,DiNapoli Capital,282
a078000000Qq0oiAAB,a2i80000003U8KL,PGM-68469,1825,Southwest,Broadstone Fashion Center,0,2/8/2018,UA-79333902-1,184914622,Starlight Investments Ltd.,335
a078000000VFLDTAA5,a2i80000003U8Ld,PGM-68549,1822,Mountain,Henley,0,3/1/2018,UA-34798102-14,171259669,"Pathfinder Partners, LLC",50
a078000000VFLDYAA5,a2i80000003U8OD,PGM-68709,1819,Mountain,Hadley,0,3/8/2018,UA-34798102-13,171146270,"Pathfinder Partners, LLC",140
a078000000VEReKAAX,a2i80000003U3kb,PGM-65012,1803,Mountain,Waterford Lone Tree,300,1/31/2018,UA-34798102-12,172025130,Braddock & Logan,400
a078000000VEYTKAA5,a2i80000003U3oR,PGM-65240,1807,Mountain,Santa Fe Apartments,600,2/16/2018,UA-85533256-21,184978617,Kennedy Wilson,492
a078000000VEYTFAA5,a2i80000003U3lp,PGM-65088,1808,Mountain,Creekview Apartments,300,2/13/2018,UA-85533256-20,184978559,Kennedy Wilson,88
a078000000PgHGHAA3,a2i80000003UFkC,PGM-71443,1258,Southern California,Broadstone Balboa Park,0,3/15/2015,UA-60304815-1,147993575,Clarion Partners,100
a078000000RpxsvAAB,a2i80000003Ut0J,PGM-76072,1895,Southern California,Aspect,0,6/27/2018,UA-86905300-4,142859671,JP Morgan,323
a078000000QDnzZAAT,a2i80000004751E,PGM-71518,1314,Mountain,Broadstone on Ninth (9th),0,12/22/2016,UA-61880516-1,100861282,Prudential,324
a078000000WXEE9AAP,a2i80000003V0j0,PGM-77926,1898,Southwest,MetroPointe,0,7/19/2018,UA-107271747-18,184242722,Rockwood Capital,415
a078000000WXh4VAAT,a2i80000003V1AX,PGM-78032,1912,Southern California,San Pedro Bank Lofts,0,8/16/2018,UA-93239903-28,181372470,M West Holdings,89
a078000000QqKWbAAN,a2i80000003UvDL,PGM-76439,1402,Northern California,481 on Mathilda,0,3/29/2018,UA-78944130-1,184982595,AEW Capital Management,105
a078000000RpliTAAR,a2i80000003UISl,PGM-73001,1568,Southeast,Broadstone Midtown,0,7/27/2018,UA-86024012-1,131908461,AIG,218
a078000000W5ItKAAV,a2i80000003UIU7,PGM-73070,1855,Central,Arlo Westchase,300,5/16/2018,UA-50039503-9,175349312,Pinpoint Commercial,265
a078000000W6lipAAB,a2i80000003Urks,PGM-75968,1869,Southwest,Ely by Elysian Living,0,6/25/2018,UA-28080357-14,178604010,The Calida Group,180
a078000000Ryzl0AAB,a2i2E0000053UvN,PGM-81907,1982,Mountain,Park East,0,1/3/2019,UA-84926930-1,180028661,Bridger Development,70
a072E00000WuBfLQAV,a2i2E0000053Vyn,PGM-82862,1977,Southern California,Ironwood (North),0,11/1/2018,UA-93239903-40,184773339,Crow Holdings,236
a078000000VDs08AAD,a2i80000003TiQg,PGM-62330,1787,Mountain,Skyline View,0,1/16/2018,UA-34798102-11,184977656,Lowe Property Group,112
a078000000QDq04AAD,a2i80000003TiVw,PGM-62606,1791,Mountain,Highlands 32,0,12/19/2017,UA-34798102-3,175206870,AEW Capital Management,148
a078000000TwhJxAAJ,a2i80000003TiUB,PGM-62537,1697,Northern California,Blue Oak,0,8/10/2018,UA-91327653-38,160370164,MBK Homes,142
a078000000UPxN2AAL,a2i80000003TcKb,PGM-61518,1788,Mountain,The Zeller,600,3/27/2018,UA-85533256-16,172428388,Watt Investment Partners,292
a078000000VDCKuAAP,a2i80000003TcJT,PGM-61448,1776,Central,Knox Heights,0,12/21/2017,UA-83547238-7,178718412,Fifield Companies,182
a078000000VCtjfAAD,a2i80000003TYRr,PGM-55781,1762,Southwest,The Met Las Vegas,0,11/28/2017,UA-110242886-1,165449947,Kennedy Wilson,480
a078000000NsOQrAAN,a2i800000048Gzs,PGM-37779,1126,Northern California,201 Marshall,0,4/13/2014,UA-50087559-1,173034533,Raintree Partners,116
a078000000OMMrUAAX,a2i800000048Gzt,PGM-37780,1164,Pacific Northwest,Leva on Market,0,5/1/2014,UA-53039740-1,191780678,BlackRock,260
a078000000Oz6JyAAJ,a2i800000048Gzu,PGM-37781,1159,Mountain,Covey,300,5/5/2014,UA-51448020-1,184729358,WLA Investments,128
a078000000OKTlLAAX,a2i800000048Gzv,PGM-37782,1151,Central,Broadstone City Park,0,4/25/2015,UA-50443697-1,148046473,Alliance Residential Company,308
a078000000Nq9v2AAB,a2i800000048Gzx,PGM-37784,1114,Pacific Northwest,Viva,300,5/10/2014,UA-47458993-1,173661863,Transwestern Commercial Services,105
a078000000OM92XAAT,a2i800000048Gzy,PGM-37785,1158,Mountain,The Meredith Apartments,0,3/31/2014,UA-51448020-1,184729358,WLA Investments,22
a078000000OKnNfAAL,a2i800000048H03,PGM-37790,1144,Mountain,Copper Terrace,0,4/13/2014,UA-50134913-1,146761990,MIG Real Estate,168
a078000000JpJRxAAN,a2i800000048H07,PGM-37794,1098,Mountain,Roosevelt Park Apartments,0,11/16/2015,UA-45929722-1,159082275,Burden Inc.,115
a078000000RplidAAB,a2i800000048Gv0,PGM-37477,1678,Southeast,Broadstone Ridge,0,2/16/2018,UA-90354071-1,138071541,Alliance Residential Company,278
a078000000Tw5IIAAZ,a2i800000048Gv1,PGM-37478,1635,Southwest,Jefferson Chandler,0,3/1/2019,UA-108519153-1,188415934,"JPI Partners, LLC",283
a078000000Tv2CjAAJ,a2i800000048Gv3,PGM-37480,1672,Southwest,Broadstone NorthPoint,0,10/2/2017,UA-27766263-3,160858817,Alliance Residential Company,226
a078000000U1k6PAAR,a2i800000048Gv9,PGM-37486,1409,Mountain,VIA - Phase 2,0,9/15/2017,UA-70296400-1,159755477,Castlewood Development,80
a078000000TxWzYAAV,a2i800000048GvA,PGM-37487,1737,Southern California,The Waterfront,300,2/7/2018,UA-85008007-3,189917674,Waypoint Property Group,64
a078000000TxWzJAAV,a2i800000048GvB,PGM-37488,1738,Mountain,The Park at City Center,0,11/20/2017,UA-85533256-15,179605962,Keller Investments,330
a078000000U1epAAAR,a2i800000048GvC,PGM-37489,1727,Mountain,Park Capitol,0,5/11/2018,UA-85533256-13,181564575,Timberlane Partners,135
a078000000U1WryAAF,a2i800000048GvD,PGM-37490,1693,Northern California,The Franciscan,0,9/13/2017,UA-91327653-39,161346711,Raintree Partners,180
a078000000Rplj7AAB,a2i800000048GvE,PGM-37491,1675,Southwest,Broadstone Roosevelt Row,0,11/13/2017,UA-86860765-7,155055659,Alliance Residential Company,316
a078000000Tv9PwAAJ,a2i800000048GvG,PGM-37493,1664,Mountain,One West,300,9/1/2017,UA-85533256-7,179693585,Castle Creek Homes,216
a078000000Qq0oOAAR,a2i800000048GvH,PGM-37494,1474,Southwest,Broadstone Gilbert Heritage,0,9/20/2017,UA-86860765-5,138555942,Alliance Residential Company,256
a078000000Sp3OEAAZ,a2i800000048GvI,PGM-37495,1561,Northern California,Encasa II,300,8/4/2017,UA-79319605-1,123911108,Raintree Partners,231
a078000000LnmYXAAZ,a2i800000048H0U,PGM-37817,1042,Southeast,Broadstone Cypress Hammocks,0,5/10/2014,UA-39421963-1,183480254,Prudential,396
a078000000NAnwRAAT,a2i800000048H0V,PGM-37818,1067,Southern California,Sunset Vine Tower,300,2/24/2015,UA-50800106-1,188099656,Invesco Realty Advisors,64
a0780000002w4qmAAA,a2i800000048H0W,PGM-37819,1386,Southwest,Trevi,0,4/13/2014,UA-42385224-1,153652303,TruAmerica,290
a078000000NBBv9AAH,a2i800000048H0Y,PGM-37821,1071,Southwest,The Pavilions On Central,0,9/1/2014,UA-51082812-1,159140924,Crow Holdings,254
a0780000002w4RyAAI,a2i800000048H0Z,PGM-37822,1064,Central,Stone Chase,0,1/1/2016,UA-49237902-1,83753905,Harvest Equities,184
a078000000LrXajAAF,a2i800000048H0b,PGM-37824,1592,Southeast,Landing Square,300,4/24/2017,UA-50580909-1,184753986,Castle Lanterra Properties,322
a078000000LouqRAAR,a2i800000048H0d,PGM-37826,1049,Southern California,Parc Chateaux,0,3/20/2013,UA-40156036-1,71367733,AEW Capital Management,295
a078000000Kq4qXAAR,a2i800000048H0e,PGM-37827,1023,Mountain,Viridian,0,4/15/2014,UA-39894674-1,169054947,JP Morgan,420
a078000000Kq4qSAAR,a2i800000048H0f,PGM-37828,1021,Mountain,The Fairways At Raccoon Creek,0,3/17/2016,UA-39662901-1,193494709,JP Morgan,360
a078000000Kq4qcAAB,a2i800000048H0g,PGM-37829,1022,Mountain,Mountain Gate,0,4/24/2014,UA-39897948-1,163842082,JP Morgan,496
a0780000002w4LJAAY,a2i800000048H0h,PGM-37830,1047,Southern California,Presidio View,0,2/26/2013,UA-38780170-1,154232634,AEW Capital Management,350
a078000000KqHdQAAV,a2i800000048H0j,PGM-37832,1138,Northeast,The Edge at Fairfax Corner,600,1/24/2018,UA-38304031-1,164960411,Crow Holdings,460
a078000000KobDfAAJ,a2i800000048H0k,PGM-37833,1024,Mountain,Sugar House Apartments by Urbana,0,1/15/2013,UA-47779500-1,178101508,"Gardiner Properties, LLC",70
a078000000JpJQfAAN,a2i800000048H0l,PGM-37834,998,Mountain,Eaglewood Lofts I,900,6/1/2015,UA-35678658-1,179700648,Lowe Property Group,214
a078000000KobDaAAJ,a2i800000048H0m,PGM-37835,1013,Mountain,Ascent,0,10/19/2015,UA-38041002-1,146528610,MIG Real Estate,168
a078000000RppP9AAJ,a2i800000048Gxb,PGM-37638,1481,Northern California,Valencia Townhomes,300,6/17/2016,UA-79412412-1,186689358,"Westlake Urban, LLC",19
a078000000Rq9edAAB,a2i800000048Gxg,PGM-37643,1472,Mountain,Waterford on Mainstreet,300,6/17/2016,UA-79234097-1,169237918,Braddock & Logan,306
a078000000QoFnIAAV,a2i800000048Gxh,PGM-37644,1434,Southeast,Broadstone Germantown,0,5/27/2016,UA-69510721-1,110910967,Alliance Residential Company,276
a078000000Rq9edAAB,a2i800000048Gxi,PGM-37645,1472,Mountain,Waterford on Mainstreet,300,6/17/2016,UA-79234097-1,169237918,Braddock & Logan,306
a078000000RqWr5AAF,a2i800000048Gxk,PGM-37647,1466,Southwest,Arboretum,300,5/26/2016,UA-78676583-1,153059356,"Caspian Properties, Inc",312
a078000000RpLXGAA3,a2i800000048Gxl,PGM-37648,1449,Mountain,Rockwell Village,0,4/18/2016,UA-75992701-1,169802629,DAI Utah,60
a078000000Qq0oxAAB,a2i800000048Gxn,PGM-37650,1456,Central,Broadstone Lake Ridge,0,3/14/2016,UA-74169997-1,149426002,Alliance Residential Company,301
a078000000QrfXoAAJ,a2i800000048Gxp,PGM-37652,1426,Southeast,Madison Oaks,600,6/14/2016,UA-78232849-1,153647656,ESG Kullen,250
a078000000QojnuAAB,a2i800000048Gxr,PGM-37654,1406,Mountain,The East Village,0,10/26/2015,UA-70397608-1,164963122,"Hamilton Partners, LP",336
a078000000TwCvFAAV,a2i800000048GwK,PGM-37559,1631,Pacific Northwest,Rock Creek Ridge Townhomes,300,6/15/2017,UA-55452293-5,169231352,Braddock & Logan,233
a078000000QG5nFAAT,a2i800000048GwM,PGM-37561,1495,Southeast,Broadstone Harbor Beach,600,9/16/2016,UA-83157114-1,189840481,Alliance Residential Company,394
a078000000RqTThAAN,a2i800000048GwN,PGM-37562,1533,Mountain,Axio 8400,600,9/5/2017,UA-85158337-1,179608888,Castlewood Development,332
a0780000002w4WtAAI,a2i800000048H1n,PGM-37898,1031,Southern California,Canterra,0,8/25/2009,UA-29007981-1,186841964,Parkmeed Properties,306
a0780000003n1vUAAQ,a2i800000048H1o,PGM-37899,1111,Northern California,LINQ Midtown,300,2/22/2016,UA-36356478-1,173671593,Barings Real Estate Advisers,275
a0780000003RyrWAAS,a2i800000048H1r,PGM-37902,762,Southern California,Sorrento,0,1/5/2009,UA-50377017-1,183763504,Prudential,50
a0780000003RyqSAAS,a2i800000048H23,PGM-37914,1284,Central,Broadstone Travesia,0,5/10/2014,UA-25753472-1,153112449,Starlight Investments Ltd.,396
a078000000QpCMjAAN,a2i800000048GwP,PGM-37564,1544,Northern California,Villas on the Boulevard,0,4/24/2017,UA-91327653-1,150368159,Summerhill Apartment Communities,186
a0780000003RyqgAAC,a2i800000048H25,PGM-37916,1538,Southern California,City Lights on Fig,0,12/21/2017,UA-93239903-9,183231201,TriCal Construction,100
a078000000QojkqAAB,a2i800000048Gyt,PGM-37718,1337,Mountain,Aire Condominiums,0,6/29/2015,UA-68255504-1,179673967,Flagship Homes,30
a078000000QDnzZAAT,a2i800000048Gyu,PGM-37719,1314,Mountain,Broadstone on Ninth (9th),900,8/1/2016,UA-61880516-1,100861282,Prudential,324
a078000000Qo0URAAZ,a2i800000048Gyv,PGM-37720,1331,Southwest,The Resort at Sandia Village,0,5/26/2015,UA-63539208-1,103068914,The Reliant Group,120
a078000000QFuAFAA1,a2i800000048Gyw,PGM-37721,1323,Southern California,Solana Mar,0,5/19/2015,UA-63387359-1,102917617,Urschel Company,124
a078000000QFuAjAAL,a2i800000048Gyx,PGM-37722,1324,Southern California,Mission Ridge,0,5/19/2015,UA-63390673-1,102900955,Urschel Company,196
a078000000QE16oAAD,a2i800000048Gyy,PGM-37723,1313,Mountain,The Boulevard,0,5/4/2015,UA-63109515-1,180061492,JF Capital,110
a078000000QCChzAAH,a2i800000048Gz0,PGM-37725,1285,Mountain,Eaglewood Lofts II,0,4/30/2015,UA-35678658-1,179700648,Lowe Property Group,196
a078000000U1be3AAB,a2i800000048Gz2,PGM-37727,1686,Southwest,Spectra on 7th (South),0,6/16/2017,UA-61672406-1,153072095,Starlight Investments Ltd.,274
a078000000TwTuoAAF,a2i800000048GwQ,PGM-37565,1645,Northern California,Verona Apartments,300,4/6/2017,UA-28080357-7,175036154,Standard Management Company,152
a078000000RpliTAAR,a2i800000048GwR,PGM-37566,1568,Southeast,Broadstone Midtown,0,3/27/2017,UA-86024012-1,131908461,AIG,218
a078000000TwTtQAAV,a2i800000048GwS,PGM-37567,1647,Northern California,Eastland Hills,300,4/24/2017,UA-91327653-7,175055189,Standard Management Company,296
a078000000Qq0o9AAB,a2i800000048GwT,PGM-37568,1441,Southwest,Broadstone Arts District,0,3/24/2017,UA-82704901-1,127925403,Alliance Residential Company,280
a078000000PgXn0AAF,a2i800000048Gz9,PGM-37734,1265,Pacific Northwest,Infinity,0,9/22/2016,UA-56528190-1,173652938,BlackRock,248
a078000000PgXn0AAF,a2i800000048GzA,PGM-37735,1265,Pacific Northwest,Infinity,900,11/30/2014,UA-56528190-1,173652938,BlackRock,248
a078000000RpleRAAR,a2i800000048GwU,PGM-37569,1493,Northern California,The Dwight,600,8/22/2016,UA-91327653-6,168755355,Olympic Residential Group,99
a078000000TwO4ZAAV,a2i800000048GwV,PGM-37570,1627,Southern California,Marquis @ Otay Ranch,0,3/16/2017,UA-93239903-47,190140552,Oakwood Development,98
a078000000Qq0onAAB,a2i800000048GwX,PGM-37572,1553,Central,Broadstone Tinsley Park,0,6/1/2017,UA-50039503-2,152041683,Alliance Residential Company,365
a078000000TvJA7AAN,a2i800000048Gwa,PGM-37575,1621,Central,Concord,300,4/24/2017,UA-50024608-3,152306734,Aspen Heights Partners,346
a078000000TvJACAA3,a2i800000048Gwb,PGM-37576,1619,Southwest,Sun Village,0,2/24/2017,UA-27766263-2,189950602,Texas Capital Partners,572
a078000000SpZxWAAV,a2i800000048Gww,PGM-37597,1594,Southern California,The Galleria,0,3/1/2017,UA-93239903-1,172027757,Raintree Partners,182
a078000000SpXT6AAN,a2i800000048Gwy,PGM-37599,1589,Mountain,Waterford Cherry Creek,0,12/20/2016,UA-34798102-7,171360393,Braddock & Logan,324
a078000000RqG19AAF,a2i800000048Gwz,PGM-37600,1499,Mountain,Avanti at Farmington Station,300,12/8/2016,UA-85620594-1,165000731,Castle Creek Homes,142
a078000000RqGA1AAN,a2i800000048Gx0,PGM-37601,1462,Northern California,Westridge At Hilltop - Phase 2,0,12/1/2016,UA-51059903-1,185004655,Menlo Capital Group,79
a078000000SpERGAA3,a2i800000048Gx1,PGM-37602,1583,Southern California,Accent,0,1/9/2017,UA-86905300-2,170629652,American Realty Advisors (ARA),196
a078000000SpWiTAAV,a2i800000048Gx2,PGM-37603,1584,Southwest,Biscayne Bay (AZ),0,9/12/2017,UA-86860765-2,189939357,Everest Holdings,512
a078000000SpToYAAV,a2i800000048Gx3,PGM-37604,1582,Southwest,Strayhorse,0,11/18/2016,UA-86860765-3,189932270,Equity Residential,136
a078000000RyzlKAAR,a2i800000048Gx4,PGM-37605,1515,Northern California,Encasa,900,6/3/2016,UA-79319605-1,123911108,Raintree Partners,465
a078000000Qq0oJAAR,a2i800000048Gx5,PGM-37606,1512,Central,Broadstone 5151,300,9/9/2016,UA-80368842-1,178501662,Alliance Residential Company,245
a078000000SpDcRAAV,a2i800000048Gx6,PGM-37607,1564,Mountain,Encore,0,3/22/2017,UA-86401742-1,180064417,Invesco Realty Advisors,189
a078000000Rz0gdAAB,a2i800000048Gx9,PGM-37610,1491,Northern California,Naya,300,10/3/2016,UA-80412878-1,183099362,The Sobrato Organization,156
a078000000S051NAAR,a2i800000048GxA,PGM-37611,1526,Central,Boardwalk Med Center,0,1/23/2017,UA-86652676-1,178131905,Starlight Investments Ltd.,276
a078000000RzXUGAA3,a2i800000048GxE,PGM-37615,1517,Southwest,Aria on Mill,600,9/14/2016,UA-83948607-1,189944303,"Pathfinder Partners, LLC",76
a078000000RqRw4AAF,a2i800000048Gxy,PGM-37661,1446,Southeast,Grand Pavilion Condominiums,0,3/31/2016,UA-78230999-1,186811176,ESG Kullen,264
a078000000QrfXtAAJ,a2i800000048Gxz,PGM-37662,1424,Southeast,Bloomingdale Woods,300,4/22/2016,UA-77004900-1,189900965,ESG Kullen,224
a078000000RpTy1AAF,a2i800000048Gy1,PGM-37664,1448,Southwest,Aderra (AZ),300,3/23/2016,UA-75806613-1,119421416,"Pathfinder Partners, LLC",29
a078000000RoqvoAAB,a2i800000048Gy2,PGM-37665,1437,Northeast,The Lena,300,2/6/2016,UA-75868580-1,172952572,Castle Lanterra Properties,224
a078000000QrfXyAAJ,a2i800000048Gy5,PGM-37668,1425,Southeast,BelAire Gardens at Boca Raton,0,3/22/2016,UA-75412811-1,153639517,ESG Kullen,338
a078000000RpMaeAAF,a2i800000048Gy6,PGM-37669,1443,Northeast,222 Saratoga,0,3/18/2016,UA-73404205-1,172062855,Castle Lanterra Properties,84
a078000000RpMajAAF,a2i800000048Gy7,PGM-37670,1573,Northeast,Watergate Pointe I,300,3/18/2016,UA-73404701-1,184959952,Castle Lanterra Properties,303
a078000000QrW9wAAF,a2i800000048GyD,PGM-37676,1433,Central,Villas Tech Ridge,300,3/18/2016,UA-74933207-1,164997943,Castle Lanterra Properties,350
a078000000Qrvg9AAB,a2i800000048GyF,PGM-37678,1432,Mountain,Waterford at Southlands,300,3/18/2016,UA-73737430-1,169266447,Braddock & Logan,300
a078000000QFaRpAAL,a2i800000048GyH,PGM-37680,1409,Mountain,VIA,0,10/19/2015,UA-70296400-1,159755477,Castlewood Development,80
a078000000QrqiDAAR,a2i800000048GyI,PGM-37681,1423,Mountain,Outlook Littleton,0,1/25/2016,UA-72857349-1,169250637,Braddock & Logan,250
a078000000EjpbdAAB,a2i800000048H1S,PGM-37877,762,Southern California,Genoa,0,10/14/2010,UA-50377017-1,183763504,Prudential,50
a078000000DWE64AAH,a2i800000048H1U,PGM-37879,826,Southern California,Axiom La Jolla,0,9/14/2010,UA-32949060-1,143128393,Raintree Partners,302
a078000000D8NKxAAN,a2i800000048H1V,PGM-37880,825,Southwest,Albuquerque Uptown Village,0,11/30/2014,UA-27766263-1,175028542,Barings Real Estate Advisers,198
a0780000002w5XoAAI,a2i800000048H1d,PGM-37888,797,Southern California,Regents Court,0,4/12/2010,UA-86905300-5,162855472,TIAA,251
a0780000002w4QOAAY,a2i800000048H1e,PGM-37889,1055,Central,Republic Park Vista,0,4/13/2014,UA-36359487-1,153639128,Momentum Real Estate Partners,308
a07800000074LIAAA2,a2i800000048H1j,PGM-37894,762,Southern California,Portofino,0,1/15/2010,UA-50377017-1,183763504,Prudential,50
a0780000006YxKhAAK,a2i800000048H1k,PGM-37895,772,Southern California,Mountain View Apartments,0,12/8/2009,UA-36362577-1,164952421,Raintree Partners,168
a078000000QDW5qAAH,a2i800000048GyM,PGM-37685,1184,Central,Broadstone 3800 Main (Phase II),0,12/21/2015,UA-50036212-1,178480741,Alliance Residential Company,116
a078000000QqyHgAAJ,a2i800000048GyP,PGM-37688,1408,Mountain,Canyons at Saddle Rock,300,12/13/2015,UA-70886346-1,169237412,Braddock & Logan,263
a078000000QDq0YAAT,a2i800000048GyS,PGM-37691,1378,Pacific Northwest,Broadstone Sky,300,9/29/2015,UA-68030500-1,173623667,AEW Capital Management,151
a078000000Qq1hYAAR,a2i800000048GyT,PGM-37692,1388,Southern California,El Norte Villas,0,11/9/2015,UA-77004900-1,189900965,G W Williams Co.,236
