,latitude,longitude,sessions,zip,Formatted Address
385,40.7326,-73.4454,1,11735,"South Farmingdale, NY 11735, USA"
386,40.7357,-74.1724,114,07102,"Newark, NJ 07102, USA"
387,40.7432,-73.6932,3,11040,"GARDEN CITY P, NY 11040, USA"
388,40.7440,-74.0324,2,07030,"Hoboken, NJ 07030, USA"
389,40.7465,-74.1563,3,07029,"Harrison, NJ 07029, USA"
390,40.7537,-86.0689,1,46970,"Peru, IN 46970, USA"
391,40.7557,-73.5876,5,11590,"Westbury, NY 11590, USA"
392,40.7565,-73.6449,1,11596,"Williston Park, NY 11596, USA"
393,40.7570,-72.9393,2,11713,"Bellport, NY 11713, USA"
394,40.7608,-111.8910,12,84111,"Salt Lake City, UT 84111, USA"
395,40.7618,-73.3293,1,11729,"Deer Park, NY 11729, USA"
396,40.7664,-74.0254,2,07086,"Weehawken, NJ 07086, USA"
397,40.7673,-74.2049,3,07017,"East Orange, NJ 07017, USA"
398,40.7684,-73.5251,1,11801,"Hicksville, NY 11801, USA"
399,40.7684,-74.1454,1,07032,"Kearny, NJ 07032, USA"
400,40.7795,-74.0238,1,07087,"Union City, NJ 07087, USA"
401,40.7812,-73.2462,3,11717,"Brentwood, NY 11717, USA"
402,40.7863,-74.3301,3,07039,"Livingston, NJ 07039, USA"
403,40.7879,-74.0143,3,07093,"West New York, NJ 07093, USA"
404,40.7879,-74.3882,2,07932,"Florham Park, NJ 07932, USA"
405,40.7895,-74.0565,4,07094,"Secaucus, NJ 07094, USA"
406,40.7920,-73.5398,4,11753,"Jericho, NY 11753, USA"
407,40.7934,-73.4151,7,11747,"HUNTINGTN STA, NY 11747, USA"
408,40.7934,-77.8600,9,16801,"State College, PA 16801, USA"
409,40.7937,-74.1500,1,07109,"Belleville, NJ 07109, USA"
410,40.7968,-74.4815,1,07960,"Morristown, NJ 07960, USA"
411,40.7979,-73.6996,4,11030,"Plandome, NY 11030, USA"
412,40.7998,-73.6510,1,11576,"Roslyn, NY 11576, USA"
413,40.8007,-73.7285,1,11023,"Great Neck, NY 11023, USA"
414,40.8043,-73.1690,1,11749,"Hauppauge, NY 11749, USA"
415,40.8043,-74.0121,6,07047,"North Bergen, NJ 07047, USA"
416,40.8048,-73.3362,1,11746,"HUNTINGTN STA, NY 11746, USA"
417,40.8064,-73.1241,1,11779,"Ronkonkoma, NY 11779, USA"
418,40.8068,-74.1854,4,07003,"Bloomfield, NJ 07003, USA"
419,40.8123,-73.0784,1,11741,"Holbrook, NY 11741, USA"
420,40.8126,-73.9990,1,07022,"Fairview, NJ 07022, USA"
421,40.8176,-73.0001,4,11763,"Medford, NY 11763, USA"
422,40.8215,-73.9876,5,07010,"Cliffside Park, NJ 07010, USA"
423,40.8237,-73.3987,1,11746,"HUNTINGTN STA, NY 11746, USA"
424,40.8257,-73.2026,3,11788,"Hauppauge, NY 11788, USA"
425,40.8257,-73.4676,1,11797,"Woodbury, NY 11797, USA"
426,40.8257,-73.6982,1,11050,"Port Washington, NY 11050, USA"
427,40.8259,-74.2090,1,07042,"Montclair, NJ 07042, USA"
428,40.8306,-84.9291,1,46733,"Decatur, IN 46733, USA"
429,40.8340,-74.0971,1,07073,"East Rutherford, NJ 07073, USA"
430,40.8398,-74.2765,8,07006,"North Caldwell, NJ 07006, USA"
431,40.8429,-73.2929,7,11725,"Commack, NY 11725, USA"
432,40.8448,-73.8648,1,10462,"The Bronx, NY 10462, USA"
433,40.8478,-74.5747,1,07869,"Dover, NJ 07869, USA"
434,40.8482,-73.9976,2,07650,"Palisades Park, NJ 07650, USA"
435,40.8509,-73.9701,13,07024,"Fort Lee, NJ 07024, USA"
436,40.8532,-74.1138,1,07057,"Wallington, NJ 07057, USA"
437,40.8534,-73.4115,1,11746,"HUNTINGTN STA, NY 11746, USA"
438,40.8568,-74.1285,5,07055,"Passaic, NJ 07055, USA"
439,40.8570,-74.0215,1,07660,"Ridgefield Park, NJ 07660, USA"
440,40.8584,-73.0995,4,11720,"South Setauket, NY 11720, USA"
441,40.8584,-74.1638,4,07013,"Clifton, NJ 07013, USA"
442,40.8623,-73.6337,1,11542,"Glen Cove, NY 11542, USA"
443,40.8653,-74.4174,30,07054,"Parsippany, NJ 07054, USA"
444,40.8665,-73.0357,2,11784,"Selden, NY 11784, USA"
445,40.8687,-73.0015,3,11727,"Coram, NY 11727, USA"
446,40.8690,-74.2082,1,07424,"Woodland Park, NJ 07424, USA"
447,40.8737,-72.8079,1,11949,"Manorville, NY 11949, USA"
448,40.8779,-74.5938,1,07803,"Dover, NJ 07803, USA"
449,40.8815,-74.1132,1,07026,"Garfield, NJ 07026, USA"
450,40.8859,-74.0435,7,07601,"Hackensack, NJ 07601, USA"
451,40.8929,-73.9726,23,07631,"Englewood, NJ 07631, USA"
452,40.8932,-74.0117,13,07666,"Teaneck, NJ 07666, USA"
453,40.8992,-73.3678,1,11721,"Centerport, NY 11721, USA"
454,40.9040,-74.1007,1,07663,"Saddle Brook, NJ 07663, USA"
455,40.9040,-74.1185,2,07407,"Elmwood Park, NJ 07407, USA"
456,40.9098,-73.8079,1,10803,"Pelham, NY 10803, USA"
457,40.9107,-73.5621,1,11709,"Bayville, NY 11709, USA"
458,40.9115,-73.7824,80,10801,"New Rochelle, NY 10801, USA"
459,40.9126,-73.8371,95,10550,"Mt Vernon, NY 10550, USA"
460,40.9148,-74.3838,2,07045,"Montville, NJ 07045, USA"
461,40.9168,-74.1718,6,07505,"Paterson, NJ 07505, USA"
462,40.9254,-73.9629,3,07670,"Tenafly, NJ 07670, USA"
463,40.9254,-74.2765,43,07470,"Wayne, NJ 07470, USA"
464,40.9257,-73.1409,1,11790,"Stony Brook, NY 11790, USA"
465,40.9276,-73.9974,2,07621,"Bergenfield, NJ 07621, USA"
466,40.9279,-73.7518,8,10538,"Larchmont, NY 10538, USA"
467,40.9294,-73.1025,1,11733,"Setauket- East Setauket, NY 11733, USA"
468,40.9312,-73.8987,1438,10701,"Yonkers, NY 10701, USA"
469,40.9329,-74.6593,1,07843,"Hopatcong, NJ 07843, USA"
470,40.9382,-73.8321,4,10708,"Bronxville, NY 10708, USA"
471,40.9404,-74.1318,7,07410,"Fair Lawn, NJ 07410, USA"
472,40.9445,-74.0754,6,07652,"Paramus, NJ 07652, USA"
473,40.9470,-73.0295,2,11766,"Mt Sinai, NY 11766, USA"
474,40.9487,-73.7326,7,10543,"Mamaroneck, NY 10543, USA"
475,40.9493,-74.1538,1,07506,"Hawthorne, NJ 07506, USA"
476,40.9504,-73.8274,1,10707,"Tuckahoe, NY 10707, USA"
477,40.9596,-73.8096,2,10709,"Eastchester, NY 10709, USA"
478,40.9700,-73.7176,13,10528,"Harrison, NY 10528, USA"
479,40.9732,-73.9615,2,07624,"Closter, NJ 07624, USA"
480,40.9793,-74.1165,1,07450,"Ridgewood, NJ 07450, USA"
481,40.9807,-73.6837,10,10580,"Rye, NY 10580, USA"
482,40.9868,-75.1946,1,18360,"Stroudsburg, PA 18360, USA"
483,40.9901,-75.2163,2,18360,"Stroudsburg, PA 18360, USA"
484,40.9912,-74.0326,1,07675,"Westwood, NJ 07675, USA"
485,40.9945,-73.8787,11,10706,"HASTINGS HDSN, NY 10706, USA"
486,41.0018,-73.6657,7,10573,"Port Chester, NY 10573, USA"
487,41.0051,-73.7846,19,10583,"Scarsdale, NY 10583, USA"
488,41.0065,-73.9490,2,07647,"Rockleigh, NJ 07647, USA"
489,41.0095,-74.1729,1,07481,"Wyckoff, NJ 07481, USA"
490,41.0107,-73.8437,2,10502,"Ardsley, NY 10502, USA"
491,41.0113,-73.9133,1,10964,"Palisades, NY 10964, USA"
492,41.0132,-74.2643,2,07436,"Oakland, NJ 07436, USA"
493,41.0145,-73.8726,36,10522,"Dobbs Ferry, NY 10522, USA"
494,41.0190,-73.7982,5,10530,"Scarsdale, NY 10530, USA"
495,41.0262,-73.6282,17,06830,"Greenwich, CT 06830, USA"
496,41.0335,-74.6364,5,07871,"Sparta Township, NJ 07871, USA"
497,41.0340,-73.7629,148,10601,"White Plains, NY 10601, USA"
498,41.0391,-73.8670,10,10533,"Irvington, NY 10533, USA"
499,41.0434,-73.7974,3,10607,"White Plains, NY 10607, USA"
500,41.0465,-73.9496,2,10962,"Orangeburg, NY 10962, USA"
501,41.0468,-74.0229,7,07645,"Montvale, NJ 07645, USA"
502,41.0534,-73.5387,32,06901,"Stamford, CT 06901, USA"
503,41.0551,-73.8201,10,10523,"Elmsford, NY 10523, USA"
504,41.0573,-74.1410,3,07446,"Ramsey, NJ 07446, USA"
505,41.0584,-74.0985,1,07458,"U SADDLE RIV, NJ 07458, USA"
506,41.0590,-74.0218,1,10965,"Pearl River, NY 10965, USA"
507,41.0648,-72.4262,1,11971,"Southold, NY 11971, USA"
508,41.0748,-73.7751,4,10595,"Valhalla, NY 10595, USA"
509,41.0762,-73.8587,24,10591,"Sleepy Hollow, NY 10591, USA"
510,41.0772,-73.4687,1,06820,"Darien, CT 06820, USA"
511,41.0857,-73.8585,9,10591,"Sleepy Hollow, NY 10591, USA"
512,41.0886,-74.1436,1,07430,"Mahwah, NJ 07430, USA"
513,41.0887,-74.0135,5,10954,"Bardonia, NY 10954, USA"
514,41.0907,-73.9179,6,10960,"GRND VW HUDSN, NY 10960, USA"
515,41.0965,-73.9729,6,10994,"West Nyack, NY 10994, USA"
516,41.1009,-74.1163,1,10901,"Montebello, NY 10901, USA"
517,41.1073,-73.7960,16,10532,"Hawthorne, NY 10532, USA"
518,41.1132,-74.0437,8,10977,"New Square, NY 10977, USA"
519,41.1134,-74.2454,2,07456,"Ringwood, NJ 07456, USA"
520,41.1148,-74.1496,1,10901,"Montebello, NY 10901, USA"
521,41.1177,-73.4082,5,06851,"Norwalk, CT 06851, USA"
522,41.1220,-75.3646,3,18344,"Mt Pocono, PA 18344, USA"
523,41.1265,-73.7140,4,10504,"Armonk, NY 10504, USA"
524,41.1333,-73.7924,14,10570,"Pleasantville, NY 10570, USA"
525,41.1400,-104.8202,3,82001,"Francis E. Warren AFB, WY 82001, USA"
526,41.1402,-73.8402,5,10510,"Briarcliff Manor, NY 10510, USA"
527,41.1408,-73.2613,9,06824,"Fairfield, CT 06824, USA"
528,41.1476,-73.9893,4,10956,"New City, NY 10956, USA"
529,41.1507,-73.9454,3,10920,"Congers, NY 10920, USA"
530,41.1595,-73.7649,4,10514,"Chappaqua, NY 10514, USA"
531,41.1629,-73.8615,13,10562,"Ossining, NY 10562, USA"
532,41.1792,-73.1894,6,06604,"Bridgeport, CT 06604, USA"
533,41.1845,-73.1332,1,06615,"Stratford, CT 06615, USA"
534,41.1913,-73.7984,1,10546,"Millwood, NY 10546, USA"
535,41.1976,-73.9646,1,10927,"Haverstraw, NY 10927, USA"
536,41.2043,-73.6437,1,10506,"Bedford, NY 10506, USA"
537,41.2043,-73.7271,11,10549,"Bedford Corners, NY 10549, USA"
538,41.2084,-73.8913,5,10520,"Croton-On-Hudson, NY 10520, USA"
539,41.2295,-73.9871,4,10980,"Stony Point, NY 10980, USA"
540,41.2307,-73.0640,2,06460,"Milford, CT 06460, USA"
541,41.2334,-80.4487,3,16148,"Hermitage, PA 16148, USA"
542,41.2429,-73.2007,5,06611,"Trumbull, CT 06611, USA"
543,41.2565,-95.9345,11,68102,"Omaha, NE 68102, USA"
544,41.2587,-73.6854,3,10536,"Katonah, NY 10536, USA"
545,41.2619,-95.8608,1,51503,"Council Bluffs, IA 51503, USA"
546,41.2623,-73.6145,2,10518,"Cross River, NY 10518, USA"
547,41.2709,-73.7776,3,10598,"Yorktown Heights, NY 10598, USA"
548,41.2729,-73.5524,1,10590,"South Salem, NY 10590, USA"
549,41.2799,-72.8141,2,06405,"Branford, CT 06405, USA"
550,41.2901,-73.9204,15,10566,"Peekskill, NY 10566, USA"
551,41.2923,-73.7658,1,10501,"Amawalk, NY 10501, USA"
552,41.2950,-73.6745,1,10526,"Goldens Bridge, NY 10526, USA"
553,41.3083,-72.9279,25,06511,"New Haven, CT 06511, USA"
554,41.3139,-73.8007,4,10598,"Yorktown Heights, NY 10598, USA"
555,41.3165,-73.0932,1,06484,"Shelton, CT 06484, USA"
556,41.3179,-73.8462,15,10547,"Mohegan Lake, NY 10547, USA"
557,41.3276,-72.7673,1,06471,"North Branford, CT 06471, USA"
558,41.3307,-74.1868,3,10950,"Kiryas Joel, NY 10950, USA"
559,41.3318,-74.3568,1,10921,"Florida, NY 10921, USA"
560,41.3452,-73.6560,1,10560,"North Salem, NY 10560, USA"
561,41.3626,-74.2713,1,10918,"Chester, NY 10918, USA"
562,41.3645,-74.1060,1,10930,"Highland Mills, NY 10930, USA"
563,41.3676,-73.5779,1,10509,"Brewster, NY 10509, USA"
564,41.3693,-73.9663,5,10928,"Highland Falls, NY 10928, USA"
565,41.3723,-73.7335,5,10541,"LAKE LINCOLND, NY 10541, USA"
566,41.3898,-81.4412,1,44139,"Cleveland, OH 44139, USA"
567,41.3915,-73.9560,1,10996,"West Point, NY 10996, USA"
568,41.3948,-73.4540,9,06810,"Danbury, CT 06810, USA"
569,41.3973,-73.6171,1,10509,"Brewster, NY 10509, USA"
570,41.4020,-74.3243,1,10924,"Goshen, NY 10924, USA"
571,41.4090,-75.6624,1,18503,"Scranton, PA 18503, USA"
572,41.4170,-81.6060,1,44125,"Valley View, OH 44125, USA"
573,41.4198,-75.6324,2,18512,"Throop, PA 18512, USA"
574,41.4301,-73.6801,2,10512,"Kent Cliffs, NY 10512, USA"
575,41.4343,-74.0354,1,12518,"Cornwall, NY 12518, USA"
576,41.4373,-74.1181,5,12577,"Salisbury Mills, NY 12577, USA"
577,41.4459,-74.4229,5,10940,"Scotchtown, NY 10940, USA"
578,41.4476,-71.5247,1,02879,"Wakefield, RI 02879, USA"
579,41.4543,-70.5620,1,02568,"Vineyard Haven, MA 02568, USA"
580,41.4570,-72.8231,1,06492,"Yalesville, CT 06492, USA"
581,41.4615,-73.6710,10,10512,"Kent Cliffs, NY 10512, USA"
582,41.4768,-74.0238,1,12553,"New Windsor, NY 12553, USA"
583,41.4993,-81.6944,1,44113,"Cleveland, OH 44113, USA"
584,41.5034,-74.0104,4,12550,"Newburgh, NY 12550, USA"
585,41.5276,-74.2368,1,12549,"Montgomery, NY 12549, USA"
586,41.5356,-73.8990,22,12524,"Fishkill, NY 12524, USA"
587,41.5445,-73.2090,1,06798,"Woodbury, CT 06798, USA"
588,41.5520,-81.4393,1,44143,"MAYFIELD VILLAGE, OH 44143, USA"
589,41.5582,-73.0515,5,06702,"Waterbury, CT 06702, USA"
590,41.5612,-74.1885,4,12586,"Walden, NY 12586, USA"
591,41.5620,-73.6026,1,12564,"Pawling, NY 12564, USA"
592,41.5772,-93.7113,1,50265,"WDM, IA 50265, USA"
593,41.5840,-73.8087,7,12533,"HOPEWELL, NY 12533, USA"
594,41.5868,-93.6250,4,50309,"Des Moines, IA 50309, USA"
595,41.6062,-73.8729,2,12590,"WAPPINGERS FL, NY 12590, USA"
596,41.6496,-73.7634,6,12540,"Lagrangeville, NY 12540, USA"
597,41.6528,-83.5379,2,43604,"Toledo, OH 43604, USA"
598,41.6611,-91.5302,2,52240,"Iowa City, IA 52240, USA"
599,41.6612,-72.7795,1,06051,"New Britain, CT 06051, USA"
600,41.6718,-72.9493,2,06010,"Bristol, CT 06010, USA"
601,41.6757,-72.8634,4,06062,"Plainville, CT 06062, USA"
602,41.6862,-72.5451,1,06033,"Glastonbury, CT 06033, USA"
603,41.7001,-71.4162,1,02889,"Warwick, RI 02889, USA"
604,41.7004,-73.9210,10,12601,"Poughkeepsie, NY 12601, USA"
605,41.7064,-72.6596,1,06109,"Wethersfield, CT 06109, USA"
606,41.7170,-74.3957,1,12428,"Ellenville, NY 12428, USA"
607,41.7209,-73.9601,3,12528,"Highland, NY 12528, USA"
608,41.7237,-73.9199,1,12601,"Poughkeepsie, NY 12601, USA"
609,41.7370,-111.8338,2,84321,"Logan, UT 84321, USA"
610,41.7634,-72.6128,1,06118,"Hartford, CT 06118, USA"
611,41.7658,-72.6734,3,06103,"Hartford, CT 06103, USA"
612,41.7660,-87.8795,1,60525,"IND HEAD PARK, IL 60525, USA"
613,41.7851,-73.6940,1,12545,"Millbrook, NY 12545, USA"
614,41.7959,-87.9756,1,60559,"Westmont, IL 60559, USA"
615,41.8012,-74.7465,4,12754,"Liberty, NY 12754, USA"
616,41.8187,-72.4790,1,06066,"VERNON ROCKVL, CT 06066, USA"
617,41.8240,-71.4128,10,02903,"Providence, RI 02903, USA"
618,41.8490,-72.5718,1,06074,"South Windsor, CT 06074, USA"
619,41.8498,-73.9301,1,12580,"Staatsburg, NY 12580, USA"
620,41.8506,-87.7937,1,60402,"Stickney, IL 60402, USA"
621,41.8672,-73.7138,1,12581,"Stanfordville, NY 12581, USA"
622,41.8781,-87.6298,91,60604,"Chicago, IL 60604, USA"
623,41.8995,-87.9403,2,60126,"Elmhurst, IL 60126, USA"
624,41.9243,-72.6454,1,06096,"Windsor Locks, CT 06096, USA"
625,41.9270,-73.9974,2,12401,"Kingston, NY 12401, USA"
626,41.9318,-73.9074,1,12572,"Rhinebeck, NY 12572, USA"
627,41.9445,-71.2856,4,02703,"South Attleboro, MA 02703, USA"
628,41.9790,-76.5155,2,18840,"South Waverly, PA 18840, USA"
629,42.0217,-76.3669,2,13812,"Nichols, NY 13812, USA"
630,42.0709,-83.2466,3,48173,"Gibraltar, MI 48173, USA"
631,42.0776,-73.9529,2,12477,"Saugerties, NY 12477, USA"
632,42.0984,-76.0494,1,13760,"Endicott, NY 13760, USA"
633,42.1275,-87.8290,2,60062,"Northbrook, IL 60062, USA"
634,42.1292,-80.0851,1,16507,"Erie, PA 16507, USA"
635,42.1334,-75.8963,1,13901,"Binghamton, NY 13901, USA"
636,42.1399,-71.5163,1,01757,"Milford, MA 01757, USA"
637,42.1620,-71.0426,1,02368,"Randolph, MA 02368, USA"
638,42.1900,-87.9084,1,60069,"Prairie View, IL 60069, USA"
639,42.1921,-71.7615,2,01527,"Millbury, MA 01527, USA"
640,42.2070,-71.6856,1,01519,"Grafton, MA 01519, USA"
641,42.2170,-88.0495,3,60047,"Long Grove, IL 60047, USA"
642,42.2173,-73.8646,2,12414,"Catskill, NY 12414, USA"
643,42.2411,-83.6130,1,48197,"Ypsilanti, MI 48197, USA"
644,42.2529,-71.0023,5,02169,"Quincy, MA 02169, USA"
645,42.2529,-73.7910,1,12534,"Hudson, NY 12534, USA"
646,42.2586,-87.8406,1,60045,"Lake Forest, IL 60045, USA"
647,42.2775,-71.3468,1,01760,"Natick, MA 01760, USA"
648,42.2808,-83.7430,6,48104,"Ann Arbor, MI 48104, USA"
649,42.2959,-71.7128,1,01545,"Shrewsbury, MA 01545, USA"
650,42.2968,-71.2924,1,02482,"Wellesley, MA 02482, USA"
651,42.3212,-85.1797,1,49017,"Battle Creek, MI 49017, USA"
652,42.3265,-122.8756,1,97501,"Medford, OR 97501, USA"
653,42.3278,-77.6611,3,14843,"Hornell, NY 14843, USA"
654,42.3314,-83.0458,19,48226,"Detroit, MI 48226, USA"
655,42.3370,-71.2092,1,02459,"Newton, MA 02459, USA"
656,42.3384,-83.8886,1,48130,"Dexter, MI 48130, USA"
657,42.3509,-73.8029,3,12051,"Coxsackie, NY 12051, USA"
658,42.3601,-71.0589,87,02203,"Boston, MA 02203, USA"
659,42.3732,-72.5199,1,01002,"Pelham, MA 01002, USA"
660,42.3736,-71.1097,2,02138,"Cambridge, MA 02138, USA"
661,42.3973,-72.9357,3,01098,"Worthington, MA 01098, USA"
662,42.4440,-76.5019,1,14850,"Ithaca, NY 14850, USA"
663,42.4529,-75.0638,1,13820,"Oneonta, NY 13820, USA"
664,42.4906,-71.2760,2,01730,"Bedford, MA 01730, USA"
665,42.5047,-71.1956,1,01803,"Burlington, MA 01803, USA"
666,42.5332,-73.7463,2,12033,"CASTLETON, NY 12033, USA"
667,42.5467,-83.2113,1,48009,"Birmingham, MI 48009, USA"
668,42.5750,-70.9321,1,01923,"Danvers, MA 01923, USA"
669,42.5869,-82.9196,1,48036,"Clinton Twp, MI 48036, USA"
670,42.5909,-73.7018,1,12061,"East Greenbush, NY 12061, USA"
671,42.6334,-71.3162,1,01851,"Lowell, MA 01851, USA"
672,42.6526,-73.7562,33,12210,"Albany, NY 12210, USA"
673,42.6967,-73.6443,1,12198,"Wynantskill, NY 12198, USA"
674,42.7010,-82.9589,2,48042,"Macomb, MI 48042, USA"
675,42.7120,-73.2037,1,01267,"Williamstown, MA 01267, USA"
676,42.7179,-73.8335,8,12205,"Albany, NY 12205, USA"
677,42.7284,-73.6918,1,12180,"Troy, NY 12180, USA"
678,42.7325,-84.5555,2,48933,"Lansing, MI 48933, USA"
679,42.7370,-84.4839,3,48823,"East Lansing, MI 48823, USA"
680,42.7478,-73.7605,4,12110,"Newtonville, NY 12110, USA"
681,42.7512,-72.0098,5,03461,"Rindge, NH 03461, USA"
682,42.7654,-71.4676,2,03064,"Nashua, NH 03064, USA"
683,42.8126,-70.8773,1,01950,"Newburyport, MA 01950, USA"
684,42.8142,-73.9396,1,12305,"Schenectady, NY 12305, USA"
685,42.8270,-75.5446,1,13346,"Hamilton, NY 13346, USA"
686,42.8359,-78.7539,1,14224,"West Seneca, NY 14224, USA"
687,42.8864,-78.8784,17,14202,"Buffalo, NY 14202, USA"
688,42.9006,-78.6703,3,14086,"Lancaster, NY 14086, USA"
689,42.9026,-78.7446,3,14227,"S CHEEK, NY 14227, USA"
690,42.9151,-73.8051,2,12019,"Charlton, NY 12019, USA"
691,42.9337,-72.2781,1,03431,"Surry, NH 03431, USA"
692,42.9376,-70.8389,2,03842,"Hampton Beach, NH 03842, USA"
693,42.9403,-78.6869,1,14026,"Bowmansville, NY 14026, USA"
694,42.9764,-88.1084,2,53151,"New Berlin, WI 53151, USA"
695,42.9956,-71.4548,10,03104,"Manchester, NH 03104, USA"
696,43.0233,-78.7681,8,14068,"Getzville, NY 14068, USA"
697,43.0256,-74.9860,1,13350,"Herkimer, NY 13350, USA"
698,43.0345,-76.4480,1,13060,"Elbridge, NY 13060, USA"
699,43.0389,-87.9065,10,53202,"Milwaukee, WI 53202, USA"
700,43.0481,-76.1474,14,13202,"Syracuse, NY 13202, USA"
701,43.0731,-89.4012,12,53715,"Madison, WI 53715, USA"
702,43.0831,-73.7846,3,12866,"Saratoga Springs, NY 12866, USA"
703,43.0987,-77.4419,1,14450,"Fairport, NY 14450, USA"
704,43.1009,-75.2327,2,13502,"Utica, NY 13502, USA"
705,43.1223,-77.5734,1,14618,"LOEHMANNS PLZ, NY 14618, USA"
706,43.1353,-87.9356,1,53209,"River Hills, WI 53209, USA"
707,43.1566,-77.6088,9,14604,"Rochester, NY 14604, USA"
708,43.1789,-88.1173,1,53051,"Menomonee Falls, WI 53051, USA"
709,43.1947,-88.7290,1,53094,"Watertown, WI 53094, USA"
710,43.2081,-71.5376,2,03301,"Concord, NH 03301, USA"
711,43.2128,-75.4557,2,13440,"Rome, NY 13440, USA"
712,43.2134,-77.5797,1,14617,"Rochester, NY 14617, USA"
713,43.2201,-78.3870,1,14103,"Medina, NY 14103, USA"
714,43.3228,-76.4172,1,13069,"Fulton, NY 13069, USA"
715,43.3536,-73.6772,2,12804,"Glens Falls, NY 12804, USA"
716,43.5325,-90.0026,1,53959,"Reedsburg, WI 53959, USA"
717,43.5446,-96.7311,3,57104,"Sioux Falls, SD 57104, USA"
718,43.6150,-116.2023,2,83702,"Boise, ID 83702, USA"
719,43.7435,-70.2602,1,04105,"Falmouth, ME 04105, USA"
720,43.7814,-89.5726,1,53952,"Brooks, WI 53952, USA"
721,43.8006,-70.1867,1,04096,"Yarmouth, ME 04096, USA"
722,44.0521,-123.0868,1,97401,"Eugene, OR 97401, USA"
723,44.1004,-70.2148,3,04240,"Lewiston, ME 04240, USA"
724,44.4489,-88.0604,1,54115,"Ashwaubenon, WI 54115, USA"
725,44.6942,-75.4863,1,13669,"Ogdensburg, NY 13669, USA"
726,44.8833,-93.2830,1,55423,"Minneapolis, MN 55423, USA"
727,44.9239,-92.9594,1,55125,"St Paul, MN 55125, USA"
728,44.9429,-123.0351,1,97301,"Salem, OR 97301, USA"
729,44.9537,-93.0900,16,55101,"St Paul, MN 55101, USA"
730,44.9778,-93.2650,10,55415,"Minneapolis, MN 55415, USA"
731,45.0861,-93.2633,1,55432,"Spring Lake Park, MN 55432, USA"
732,45.1732,-93.3030,1,55433,"Minneapolis, MN 55433, USA"
733,45.2789,-92.9852,1,55025,"Columbus, MN 55025, USA"
734,45.4187,-122.7873,4,97223,"Tigard, OR 97223, USA"
735,45.5122,-122.6587,6,97214,"Portland, OR 97214, USA"
736,45.8399,-119.7006,8,97818,"Boardman, OR 97818, USA"
737,46.3572,-98.2945,1,58458,"Grand Rapids, ND 58458, USA"
738,46.4547,-90.1710,2,49938,"Ironwood, MI 49938, USA"
739,46.8738,-96.7678,28,56560,"Moorhead, MN 56560, USA"
740,46.8772,-96.7898,8,58102,"North River, ND 58102, USA"
741,46.9005,-97.2112,1,58012,"Casselton, ND 58012, USA"
742,46.9105,-98.7084,1,58401,"Jamestown, ND 58401, USA"
743,47.2343,-119.8525,5,98848,"George, WA 98848, USA"
744,47.6062,-122.3321,10,98164,"Seattle, WA 98164, USA"
745,48.2330,-101.2923,10,58701,"Minot, ND 58701, USA"
746,48.3883,-115.5560,2,59923,"Libby, MT 59923, USA"
